Date,Gold_USD_per_oz,Open,Volume
2012-06-12,1612.69995,1594.09998,523.0
2012-06-13,1618.09998,1608.19995,655.0
2012-06-14,1618.40002,1621.19995,493.0
2012-06-15,1627.0,1624.30005,1015.0
2012-06-18,1625.69995,1622.59998,246.0
2012-06-19,1622.19995,1629.80005,32.0
2012-06-20,1614.80005,1618.30005,140.0
2012-06-21,1564.5,1603.19995,29.0
2012-06-22,1566.0,1565.5,16.0
2012-06-25,1587.5,1574.90002,32.0
2012-06-26,1574.0,1583.5,104.0
2012-06-27,1577.5,1567.0,220.0
2012-06-28,1549.69995,1573.69995,133.0
2012-06-29,1603.5,1562.59998,61.0
2012-07-02,1597.19995,1597.09998,35.0
2012-07-03,1621.30005,1603.80005,44.0
2012-07-05,1608.90002,1618.5,27.0
2012-07-06,1578.40002,1592.30005,15.0
2012-07-09,1588.59998,1582.09998,5.0
2012-07-10,1579.30005,1599.19995,12.0
2012-07-11,1575.19995,1577.40002,12.0
2012-07-12,1564.90002,1569.30005,44.0
2012-07-13,1591.59998,1567.80005,26.0
2012-07-16,1591.19995,1586.19995,7.0
2012-07-17,1589.09998,1596.0,27.0
2012-07-18,1570.40002,1581.19995,30.0
2012-07-19,1580.09998,1580.0,60.0
2012-07-20,1582.5,1583.90002,5.0
2012-07-23,1577.09998,1571.69995,4.0
2012-07-24,1576.0,1574.0,9.0
2012-07-25,1608.0,1583.69995,12.0
2012-07-26,1615.0,1614.90002,7.0
2012-07-27,1617.90002,1613.40002,197976.0
2012-07-30,1619.69995,1622.90002,52890.0
2012-07-31,1610.5,1621.09998,6281.0
2012-08-01,1603.69995,1613.40002,3530.0
2012-08-02,1587.40002,1600.0,933.0
2012-08-03,1606.0,1589.30005,676.0
2012-08-06,1612.90002,1604.69995,662.0
2012-08-07,1609.69995,1610.80005,449.0
2012-08-08,1612.90002,1610.19995,341.0
2012-08-09,1617.09998,1612.80005,433.0
2012-08-10,1619.69995,1615.80005,1219.0
2012-08-13,1609.59998,1622.0,402.0
2012-08-14,1599.40002,1612.80005,910.0
2012-08-15,1603.69995,1593.80005,280.0
2012-08-16,1616.09998,1600.19995,199.0
2012-08-17,1616.30005,1617.80005,249.0
2012-08-20,1620.09998,1614.0,68.0
2012-08-21,1639.90002,1620.0,258.0
2012-08-22,1637.40002,1638.40002,37.0
2012-08-23,1669.59998,1659.90002,141.0
2012-08-24,1669.80005,1665.80005,24.0
2012-08-27,1672.40002,1674.90002,42.0
2012-08-28,1666.5,1659.90002,51.0
2012-08-29,1659.80005,1667.19995,403.0
2012-08-30,1653.5,1655.40002,418.0
2012-08-31,1684.59998,1658.59998,58.0
2012-09-04,1692.90002,1689.09998,43.0
2012-09-05,1690.80005,1690.40002,82.0
2012-09-06,1702.59998,1696.40002,39.0
2012-09-07,1737.5,1696.69995,109.0
2012-09-10,1728.69995,1733.09998,14.0
2012-09-11,1731.80005,1736.0,2.0
2012-09-12,1730.59998,1742.19995,15.0
2012-09-13,1769.09998,1728.69995,33.0
2012-09-14,1769.80005,1771.0,25.0
2012-09-17,1767.69995,1774.80005,54.0
2012-09-18,1768.40002,1766.30005,13.0
2012-09-19,1769.0,1776.0,27.0
2012-09-20,1767.69995,1769.09998,17.0
2012-09-21,1775.5,1785.30005,10.0
2012-09-24,1762.09998,1762.09998,4.0
2012-09-25,1763.80005,1772.59998,5.0
2012-09-26,1750.59998,1762.80005,15237.0
2012-09-27,1777.59998,1752.59998,6989.0
2012-09-28,1771.09998,1776.80005,2839.0
2012-10-01,1780.5,1766.0,816.0
2012-10-02,1772.69995,1777.90002,94.0
2012-10-03,1777.30005,1772.19995,134.0
2012-10-04,1794.09998,1783.5,199.0
2012-10-05,1778.59998,1792.19995,257.0
2012-10-08,1773.5,1778.0,33.0
2012-10-09,1763.0,1776.69995,24.0
2012-10-10,1763.19995,1762.40002,29.0
2012-10-11,1768.80005,1761.59998,30.0
2012-10-12,1758.0,1769.5,84.0
2012-10-15,1736.0,1750.0,108.0
2012-10-16,1744.69995,1736.69995,15.0
2012-10-17,1751.5,1749.40002,36.0
2012-10-18,1743.30005,1749.09998,27.0
2012-10-19,1722.80005,1741.09998,70.0
2012-10-22,1725.09998,1715.0,12.0
2012-10-23,1708.30005,1726.59998,75.0
2012-10-24,1700.5,1708.40002,27.0
2012-10-25,1712.0,1711.69995,33.0
2012-10-26,1710.90002,1706.09998,77.0
2012-10-31,1717.5,1714.40002,64.0
2012-11-01,1714.09998,1722.30005,24.0
2012-11-02,1674.09998,1711.30005,50.0
2012-11-05,1682.19995,1682.80005,7.0
2012-11-06,1714.09998,1690.09998,47.0
2012-11-07,1713.19995,1707.69995,42.0
2012-11-08,1725.40002,1715.90002,34.0
2012-11-09,1730.30005,1733.69995,6.0
2012-11-12,1730.30005,1733.19995,6.0
2012-11-13,1724.19995,1721.59998,12.0
2012-11-14,1729.5,1722.0,11.0
2012-11-15,1713.30005,1724.90002,10.0
2012-11-16,1714.30005,1710.0,16.0
2012-11-19,1734.0,1721.80005,4.0
2012-11-20,1723.19995,1730.59998,21.0
2012-11-21,1727.90002,1725.80005,23.0
2012-11-23,1751.30005,1735.0,8.0
2012-11-26,1749.5,1750.30005,24.0
2012-11-27,1742.19995,1746.40002,7.0
2012-11-28,1716.5,1739.80005,276136.0
2012-11-29,1727.19995,1719.59998,65599.0
2012-11-30,1710.90002,1725.19995,3690.0
2012-12-03,1719.59998,1714.90002,1238.0
2012-12-04,1694.40002,1716.30005,1428.0
2012-12-05,1692.40002,1697.09998,1262.0
2012-12-06,1700.30005,1694.30005,525.0
2012-12-07,1704.0,1701.19995,169.0
2012-12-10,1713.0,1704.19995,88.0
2012-12-11,1708.19995,1710.0,88.0
2012-12-12,1716.59998,1710.09998,195.0
2012-12-13,1695.59998,1707.19995,240.0
2012-12-14,1695.80005,1698.30005,72.0
2012-12-17,1697.0,1690.5,65.0
2012-12-18,1669.5,1701.40002,501.0
2012-12-19,1666.5,1675.30005,76.0
2012-12-20,1644.90002,1667.90002,158.0
2012-12-21,1659.09998,1648.0,78.0
2012-12-24,1658.59998,1657.69995,73.0
2012-12-26,1659.80005,1654.5,73.0
2012-12-27,1662.59998,1656.19995,446.0
2012-12-28,1654.90002,1664.0,197.0
2012-12-31,1674.80005,1655.40002,89.0
2013-01-02,1687.90002,1672.80005,35.0
2013-01-03,1673.69995,1686.09998,140.0
2013-01-04,1648.09998,1647.0,199.0
2013-01-07,1645.5,1656.5,49.0
2013-01-08,1661.5,1647.69995,17.0
2013-01-09,1654.80005,1658.59998,9.0
2013-01-10,1677.30005,1672.5,9.0
2013-01-11,1660.0,1673.09998,147.0
2013-01-14,1668.90002,1665.40002,10.0
2013-01-15,1683.40002,1671.59998,20.0
2013-01-16,1682.69995,1674.40002,11.0
2013-01-17,1690.40002,1676.40002,81.0
2013-01-18,1686.59998,1687.40002,14.0
2013-01-22,1692.80005,1690.30005,15.0
2013-01-23,1686.30005,1691.30005,28.0
2013-01-24,1669.5,1680.80005,13.0
2013-01-25,1656.40002,1663.0,44.0
2013-01-28,1652.40002,1651.59998,82.0
2013-01-29,1660.69995,1661.19995,145863.0
2013-01-30,1679.90002,1662.40002,44893.0
2013-01-31,1660.59998,1675.40002,6044.0
2013-02-01,1669.40002,1663.90002,3250.0
2013-02-04,1675.30005,1668.0,450.0
2013-02-05,1672.40002,1674.19995,353.0
2013-02-06,1677.69995,1672.19995,376.0
2013-02-07,1670.40002,1677.0,475.0
2013-02-08,1666.0,1671.5,289.0
2013-02-11,1648.19995,1666.5,868.0
2013-02-12,1648.69995,1643.80005,85.0
2013-02-13,1644.19995,1652.19995,236.0
2013-02-14,1634.69995,1641.09998,219.0
2013-02-15,1608.80005,1633.19995,460.0
2013-02-19,1603.59998,1610.0,272.0
2013-02-20,1577.59998,1604.69995,278.0
2013-02-21,1578.19995,1568.5,2019.0
2013-02-22,1572.40002,1580.0,76.0
2013-02-25,1586.19995,1579.40002,118.0
2013-02-26,1615.19995,1593.30005,1158.0
2013-02-27,1595.19995,1612.80005,700.0
2013-02-28,1577.69995,1596.0,102.0
2013-03-01,1571.90002,1579.59998,68.0
2013-03-04,1572.09998,1580.80005,64.0
2013-03-05,1574.59998,1577.59998,65.0
2013-03-06,1574.59998,1577.59998,106.0
2013-03-07,1574.80005,1580.0,52.0
2013-03-08,1576.59998,1578.59998,68.0
2013-03-11,1577.80005,1576.0,1115.0
2013-03-12,1591.5,1579.80005,159.0
2013-03-13,1588.30005,1592.30005,396.0
2013-03-14,1590.59998,1585.69995,137.0
2013-03-15,1592.5,1590.5,11.0
2013-03-18,1604.59998,1605.90002,613.0
2013-03-19,1611.30005,1613.09998,202.0
2013-03-20,1607.5,1610.0,5.0
2013-03-21,1613.80005,1612.80005,7.0
2013-03-22,1606.19995,1611.0,101.0
2013-03-25,1604.59998,1607.09998,27.0
2013-03-26,1595.80005,1595.80005,165484.0
2013-03-27,1606.19995,1598.5,50450.0
2013-03-28,1594.80005,1604.69995,4717.0
2013-04-01,1600.0,1596.80005,688.0
2013-04-02,1575.09998,1599.19995,2289.0
2013-04-03,1552.80005,1575.69995,2171.0
2013-04-04,1551.80005,1557.30005,829.0
2013-04-05,1575.40002,1553.19995,1184.0
2013-04-08,1572.0,1575.80005,101.0
2013-04-09,1586.19995,1571.59998,215.0
2013-04-10,1558.30005,1584.40002,359.0
2013-04-11,1564.30005,1557.09998,1070.0
2013-04-12,1501.0,1560.80005,881.0
2013-04-15,1360.59998,1478.19995,1309.0
2013-04-16,1386.80005,1358.0,619.0
2013-04-17,1382.19995,1373.19995,92.0
2013-04-18,1392.0,1347.5,57.0
2013-04-19,1395.30005,1419.30005,241.0
2013-04-22,1421.0,1406.80005,70.0
2013-04-23,1408.59998,1429.5,334.0
2013-04-24,1423.40002,1423.19995,138.0
2013-04-25,1461.80005,1433.0,222.0
2013-04-26,1453.59998,1467.40002,976.0
2013-04-29,1467.40002,1462.69995,269.0
2013-04-30,1472.19995,1471.09998,534.0
2013-05-01,1446.30005,1475.80005,131.0
2013-05-02,1467.69995,1459.0,244.0
2013-05-03,1464.30005,1465.5,68.0
2013-05-06,1468.09998,1468.09998,33.0
2013-05-07,1449.0,1462.0,91.0
2013-05-08,1473.90002,1455.5,81.0
2013-05-09,1468.80005,1471.19995,27.0
2013-05-10,1436.80005,1455.59998,569.0
2013-05-13,1434.5,1440.0,344.0
2013-05-14,1424.69995,1430.09998,72.0
2013-05-15,1396.5,1425.69995,364.0
2013-05-16,1387.09998,1390.40002,38.0
2013-05-17,1364.90002,1386.69995,50.0
2013-05-20,1384.30005,1342.90002,21.0
2013-05-21,1377.80005,1386.5,51.0
2013-05-22,1367.59998,1387.19995,14.0
2013-05-23,1392.0,1380.59998,58.0
2013-05-24,1386.80005,1386.80005,2.0
2013-05-28,1379.09998,1380.80005,55.0
2013-05-29,1391.30005,1391.30005,168665.0
2013-05-30,1411.5,1392.09998,45133.0
2013-05-31,1392.59998,1412.40002,5997.0
2013-06-03,1411.69995,1389.09998,1420.0
2013-06-04,1397.09998,1410.90002,930.0
2013-06-05,1398.40002,1397.5,1687.0
2013-06-06,1415.69995,1401.69995,782.0
2013-06-07,1383.0,1411.5,1163.0
2013-06-10,1386.19995,1378.80005,367.0
2013-06-11,1377.0,1384.19995,482.0
2013-06-12,1391.80005,1375.0,514.0
2013-06-13,1377.59998,1386.80005,458.0
2013-06-14,1387.30005,1383.90002,90.0
2013-06-17,1382.80005,1390.30005,114.0
2013-06-18,1366.59998,1383.09998,346.0
2013-06-19,1373.59998,1368.09998,198.0
2013-06-20,1285.90002,1348.09998,712.0
2013-06-21,1291.59998,1280.40002,456.0
2013-06-24,1276.80005,1297.30005,321.0
2013-06-25,1274.80005,1281.30005,953.0
2013-06-26,1229.59998,1273.90002,981.0
2013-06-27,1211.40002,1224.69995,533.0
2013-06-28,1223.80005,1200.90002,232.0
2013-07-01,1255.90002,1234.69995,150.0
2013-07-02,1243.59998,1254.09998,107.0
2013-07-03,1252.09998,1243.80005,19.0
2013-07-05,1212.90002,1252.69995,72.0
2013-07-08,1234.90002,1218.80005,58.0
2013-07-09,1245.90002,1234.69995,33.0
2013-07-10,1247.40002,1244.59998,58.0
2013-07-11,1280.09998,1284.59998,18.0
2013-07-12,1277.80005,1282.30005,6.0
2013-07-15,1283.80005,1292.09998,19.0
2013-07-16,1290.80005,1279.40002,13.0
2013-07-17,1277.90002,1286.19995,11.0
2013-07-18,1284.59998,1275.30005,26.0
2013-07-19,1293.30005,1291.69995,9.0
2013-07-22,1336.40002,1317.0,18.0
2013-07-23,1335.09998,1334.80005,10.0
2013-07-24,1319.69995,1342.19995,42.0
2013-07-25,1329.0,1318.5,55.0
2013-07-26,1321.69995,1326.5,66.0
2013-07-29,1328.40002,1328.40002,134359.0
2013-07-30,1324.0,1327.19995,44769.0
2013-07-31,1312.40002,1325.5,6252.0
2013-08-01,1311.0,1323.0,1562.0
2013-08-02,1310.59998,1306.69995,1451.0
2013-08-05,1302.59998,1311.19995,904.0
2013-08-06,1283.19995,1303.0,1314.0
2013-08-07,1286.09998,1282.5,989.0
2013-08-08,1310.69995,1283.90002,482.0
2013-08-09,1312.90002,1315.09998,449.0
2013-08-12,1334.69995,1317.19995,312.0
2013-08-13,1321.19995,1331.90002,209.0
2013-08-14,1334.0,1317.69995,333.0
2013-08-15,1361.59998,1340.09998,235.0
2013-08-16,1371.69995,1366.80005,175.0
2013-08-19,1366.19995,1379.0,139.0
2013-08-20,1373.09998,1355.0,123.0
2013-08-21,1370.59998,1372.5,109.0
2013-08-22,1371.19995,1362.0,79.0
2013-08-23,1395.69995,1376.80005,178.0
2013-08-26,1393.0,1398.59998,203.0
2013-08-27,1420.59998,1403.80005,397.0
2013-08-28,1419.0,1417.30005,489.0
2013-08-29,1412.90002,1417.40002,375.0
2013-08-30,1396.09998,1407.19995,0.0
2013-09-03,1412.0,1393.0,139.0
2013-09-04,1389.90002,1413.0,104.0
2013-09-05,1373.09998,1393.5,37.0
2013-09-06,1386.69995,1371.0,52.0
2013-09-09,1386.80005,1389.80005,44.0
2013-09-10,1364.09998,1377.5,21.0
2013-09-11,1363.90002,1365.80005,60.0
2013-09-12,1330.40002,1360.0,120.0
2013-09-13,1308.40002,1322.90002,38.0
2013-09-16,1317.90002,1328.40002,107.0
2013-09-17,1309.5,1313.0,24.0
2013-09-18,1307.80005,1292.09998,29.0
2013-09-19,1369.40002,1362.90002,35.0
2013-09-20,1332.5,1347.5,2.0
2013-09-23,1326.90002,1327.09998,78.0
2013-09-24,1316.0,1321.19995,61.0
2013-09-25,1335.90002,1322.69995,51.0
2013-09-26,1323.59998,1335.19995,13170.0
2013-09-27,1338.40002,1321.5,2990.0
2013-09-30,1326.5,1345.80005,597.0
2013-10-01,1286.0,1328.0,815.0
2013-10-02,1320.59998,1288.5,152.0
2013-10-03,1317.40002,1312.0,217.0
2013-10-04,1309.69995,1316.19995,38.0
2013-10-07,1324.80005,1313.80005,84.0
2013-10-08,1324.19995,1326.5,57.0
2013-10-09,1306.90002,1317.59998,140.0
2013-10-10,1296.59998,1303.40002,89.0
2013-10-11,1268.0,1286.90002,210.0
2013-10-14,1276.40002,1275.80005,61.0
2013-10-15,1273.0,1270.5,208.0
2013-10-16,1282.0,1282.80005,86.0
2013-10-17,1322.69995,1307.0,72.0
2013-10-18,1314.40002,1318.80005,65.0
2013-10-21,1315.69995,1316.80005,23.0
2013-10-22,1342.5,1313.90002,55.0
2013-10-23,1333.90002,1331.90002,13.0
2013-10-24,1350.19995,1334.5,18.0
2013-10-25,1352.40002,1346.19995,23.0
2013-10-28,1352.0,1351.40002,23.0
2013-10-29,1345.19995,1359.59998,168.0
2013-10-30,1349.0,1340.80005,44.0
2013-10-31,1323.59998,1334.0,62.0
2013-11-01,1313.09998,1325.69995,21.0
2013-11-04,1314.59998,1314.59998,39.0
2013-11-05,1308.0,1313.30005,98.0
2013-11-06,1317.69995,1313.5,11.0
2013-11-07,1308.40002,1323.59998,129.0
2013-11-08,1284.5,1308.0,22.0
2013-11-11,1281.0,1281.59998,5.0
2013-11-12,1271.09998,1282.30005,3.0
2013-11-13,1268.30005,1274.0,17.0
2013-11-14,1286.19995,1280.19995,29.0
2013-11-15,1287.30005,1287.69995,16.0
2013-11-18,1272.19995,1284.69995,10.0
2013-11-19,1273.40002,1274.19995,10.0
2013-11-20,1257.90002,1269.0,120.0
2013-11-21,1243.5,1245.69995,90.0
2013-11-22,1244.0,1243.19995,77.0
2013-11-25,1241.09998,1231.09998,19.0
2013-11-26,1241.40002,1243.0,178417.0
2013-11-27,1237.80005,1241.59998,82331.0
2013-11-29,1250.59998,1237.80005,9203.0
2013-12-02,1222.30005,1251.40002,4979.0
2013-12-03,1221.69995,1219.19995,1932.0
2013-12-04,1248.19995,1225.09998,1823.0
2013-12-05,1233.19995,1240.0,446.0
2013-12-06,1230.30005,1228.69995,1032.0
2013-12-09,1235.30005,1230.19995,352.0
2013-12-10,1262.40002,1239.0,882.0
2013-12-11,1258.5,1261.90002,147.0
2013-12-12,1226.0,1253.5,609.0
2013-12-13,1235.69995,1226.69995,446.0
2013-12-16,1245.5,1238.40002,242.0
2013-12-17,1231.19995,1237.0,22.0
2013-12-18,1236.09998,1231.5,114.0
2013-12-19,1195.0,1226.59998,124.0
2013-12-20,1205.09998,1190.90002,204.0
2013-12-23,1198.40002,1205.19995,123.0
2013-12-24,1205.09998,1199.80005,184.0
2013-12-26,1214.09998,1207.09998,140.0
2013-12-27,1216.09998,1213.40002,278.0
2013-12-30,1203.09998,1215.0,351.0
2013-12-31,1201.90002,1196.40002,124.0
2014-01-02,1225.0,1204.30005,209.0
2014-01-03,1238.40002,1221.69995,142.0
2014-01-06,1237.80005,1232.80005,127.0
2014-01-07,1229.40002,1239.30005,73.0
2014-01-08,1225.30005,1227.5,189.0
2014-01-09,1229.30005,1225.80005,7.0
2014-01-10,1246.69995,1235.0,58.0
2014-01-13,1250.90002,1250.59998,46.0
2014-01-14,1245.19995,1251.0,37.0
2014-01-15,1238.09998,1243.09998,68.0
2014-01-16,1240.0,1239.30005,48.0
2014-01-17,1251.69995,1239.69995,101.0
2014-01-21,1242.30005,1256.40002,224.0
2014-01-22,1239.0,1241.69995,58.0
2014-01-23,1262.59998,1235.19995,40.0
2014-01-24,1264.5,1258.30005,38.0
2014-01-27,1263.59998,1259.80005,92.0
2014-01-28,1251.0,1257.90002,20.0
2014-01-29,1262.19995,1262.19995,137028.0
2014-01-30,1242.19995,1267.0,45276.0
2014-01-31,1240.09998,1243.59998,5820.0
2014-02-03,1260.40002,1242.40002,2914.0
2014-02-04,1251.69995,1258.40002,1745.0
2014-02-05,1257.30005,1254.0,1616.0
2014-02-06,1257.59998,1258.0,274.0
2014-02-07,1263.30005,1258.30005,436.0
2014-02-10,1274.80005,1269.59998,742.0
2014-02-11,1290.09998,1274.0,562.0
2014-02-12,1295.30005,1290.5,140.0
2014-02-13,1300.40002,1293.30005,877.0
2014-02-14,1319.0,1301.69995,308.0
2014-02-18,1324.69995,1322.90002,373.0
2014-02-19,1320.59998,1318.30005,193.0
2014-02-20,1317.09998,1310.69995,116.0
2014-02-21,1323.90002,1320.0,171.0
2014-02-24,1338.30005,1324.30005,93.0
2014-02-25,1343.0,1336.40002,290.0
2014-02-26,1328.19995,1341.19995,485.0
2014-02-27,1331.59998,1329.30005,369.0
2014-02-28,1321.40002,1329.80005,239.0
2014-03-03,1350.09998,1335.90002,232.0
2014-03-04,1337.80005,1350.40002,80.0
2014-03-05,1340.19995,1334.80005,32.0
2014-03-06,1351.69995,1338.0,59.0
2014-03-07,1338.09998,1349.5,97.0
2014-03-10,1341.40002,1336.0,97.0
2014-03-11,1346.5,1340.0,53.0
2014-03-12,1370.30005,1349.09998,58.0
2014-03-13,1372.19995,1366.80005,23.0
2014-03-14,1379.0,1376.09998,91.0
2014-03-17,1372.90002,1386.09998,29.0
2014-03-18,1359.0,1359.30005,35.0
2014-03-19,1341.40002,1357.09998,57.0
2014-03-20,1330.5,1333.69995,72.0
2014-03-21,1336.0,1339.09998,3.0
2014-03-24,1311.19995,1333.0,103.0
2014-03-25,1311.40002,1315.5,46.0
2014-03-26,1303.40002,1315.19995,4.0
2014-03-27,1294.69995,1294.69995,185016.0
2014-03-28,1293.80005,1292.19995,65486.0
2014-03-31,1283.40002,1294.30005,4121.0
2014-04-01,1279.59998,1285.09998,884.0
2014-04-02,1290.5,1280.19995,1099.0
2014-04-03,1284.40002,1290.80005,775.0
2014-04-04,1303.19995,1285.5,976.0
2014-04-07,1298.0,1301.40002,361.0
2014-04-08,1308.69995,1296.59998,264.0
2014-04-09,1305.5,1309.5,191.0
2014-04-10,1320.09998,1311.80005,127.0
2014-04-11,1318.69995,1319.0,76.0
2014-04-14,1327.19995,1320.09998,328.0
2014-04-15,1300.0,1322.69995,238.0
2014-04-16,1303.09998,1302.69995,177.0
2014-04-17,1293.40002,1300.09998,124.0
2014-04-21,1288.0,1290.0,100.0
2014-04-22,1280.59998,1289.19995,100.0
2014-04-23,1284.19995,1284.30005,176.0
2014-04-24,1290.5,1284.59998,522.0
2014-04-25,1300.69995,1293.80005,274.0
2014-04-28,1298.90002,1305.40002,388.0
2014-04-29,1296.0,1295.5,904.0
2014-04-30,1295.59998,1296.0,181.0
2014-05-01,1283.09998,1288.69995,25.0
2014-05-02,1302.59998,1276.69995,90.0
2014-05-05,1309.0,1305.59998,31.0
2014-05-06,1308.30005,1309.40002,14.0
2014-05-07,1288.59998,1310.30005,21.0
2014-05-08,1287.40002,1291.5,65.0
2014-05-09,1287.30005,1287.30005,3.0
2014-05-12,1295.59998,1282.09998,19.0
2014-05-13,1294.59998,1295.5,20.0
2014-05-14,1305.69995,1292.80005,25.0
2014-05-15,1293.5,1302.5,27.0
2014-05-16,1293.30005,1293.30005,8.0
2014-05-19,1293.69995,1293.69995,44.0
2014-05-20,1294.5,1290.69995,8.0
2014-05-21,1288.0,1287.40002,2.0
2014-05-22,1294.90002,1294.19995,4.0
2014-05-23,1291.59998,1293.19995,3.0
2014-05-27,1265.40002,1291.90002,25.0
2014-05-28,1259.30005,1259.30005,168825.0
2014-05-29,1256.30005,1258.30005,38045.0
2014-05-30,1245.59998,1255.09998,3839.0
2014-06-02,1243.69995,1250.0,774.0
2014-06-03,1244.30005,1244.09998,654.0
2014-06-04,1244.0,1245.09998,604.0
2014-06-05,1253.0,1244.0,1317.0
2014-06-06,1252.09998,1253.40002,381.0
2014-06-09,1253.5,1252.69995,97.0
2014-06-10,1259.80005,1252.40002,1007.0
2014-06-11,1260.80005,1259.90002,128.0
2014-06-12,1273.59998,1260.0,129.0
2014-06-13,1273.69995,1272.5,145.0
2014-06-16,1274.90002,1279.80005,334.0
2014-06-17,1271.69995,1272.80005,819.0
2014-06-18,1272.40002,1269.90002,143.0
2014-06-19,1313.69995,1277.19995,601.0
2014-06-20,1316.19995,1321.40002,254.0
2014-06-23,1318.0,1312.30005,142.0
2014-06-24,1320.90002,1315.59998,223.0
2014-06-25,1322.19995,1315.30005,294.0
2014-06-26,1316.09998,1319.59998,1204.0
2014-06-27,1319.0,1317.40002,625.0
2014-06-30,1321.80005,1315.30005,744.0
2014-07-01,1326.40002,1326.69995,51.0
2014-07-02,1330.69995,1326.80005,226.0
2014-07-03,1320.40002,1327.30005,40.0
2014-07-07,1316.5,1318.69995,93.0
2014-07-08,1316.0,1318.40002,6.0
2014-07-09,1323.80005,1324.0,16.0
2014-07-10,1338.69995,1330.5,28.0
2014-07-11,1337.0,1337.90002,112.0
2014-07-14,1306.30005,1332.80005,103.0
2014-07-15,1296.90002,1307.40002,368.0
2014-07-16,1299.59998,1298.40002,34.0
2014-07-17,1316.69995,1303.09998,16.0
2014-07-18,1309.19995,1322.69995,27.0
2014-07-21,1313.69995,1311.0,18.0
2014-07-22,1306.09998,1306.09998,2.0
2014-07-23,1304.5,1304.5,0.0
2014-07-24,1290.59998,1297.5,1.0
2014-07-25,1303.09998,1294.80005,8.0
2014-07-28,1303.30005,1307.40002,52.0
2014-07-29,1298.30005,1310.90002,181554.0
2014-07-30,1294.90002,1298.59998,36189.0
2014-07-31,1281.30005,1295.09998,5663.0
2014-08-01,1293.59998,1284.09998,1985.0
2014-08-04,1287.69995,1294.40002,917.0
2014-08-05,1284.0,1288.0,825.0
2014-08-06,1306.69995,1288.09998,706.0
2014-08-07,1310.80005,1305.30005,225.0
2014-08-08,1308.90002,1310.80005,586.0
2014-08-11,1308.5,1308.40002,194.0
2014-08-12,1308.80005,1306.19995,438.0
2014-08-13,1312.80005,1308.80005,238.0
2014-08-14,1313.90002,1311.80005,320.0
2014-08-15,1304.5,1311.69995,199.0
2014-08-18,1297.69995,1301.40002,100.0
2014-08-19,1295.09998,1298.80005,144.0
2014-08-20,1293.40002,1295.40002,332.0
2014-08-21,1273.69995,1290.0,264.0
2014-08-22,1278.59998,1276.0,119.0
2014-08-25,1277.30005,1277.30005,251.0
2014-08-26,1283.80005,1289.40002,74.0
2014-08-27,1281.90002,1281.5,783.0
2014-08-28,1288.69995,1284.5,817.0
2014-08-29,1285.80005,1289.5,116.0
2014-09-02,1263.69995,1284.5,280.0
2014-09-03,1268.90002,1266.30005,279.0
2014-09-04,1265.09998,1268.69995,290.0
2014-09-05,1265.80005,1263.19995,123.0
2014-09-08,1252.69995,1268.40002,2.0
2014-09-09,1246.80005,1246.80005,0.0
2014-09-10,1243.5,1256.69995,95.0
2014-09-11,1237.40002,1237.40002,0.0
2014-09-12,1229.90002,1227.0,47.0
2014-09-15,1233.59998,1226.69995,21.0
2014-09-16,1235.19995,1238.30005,3.0
2014-09-17,1234.40002,1236.19995,10.0
2014-09-18,1225.69995,1216.19995,5.0
2014-09-19,1215.30005,1218.30005,4.0
2014-09-22,1216.80005,1214.90002,7.0
2014-09-23,1221.0,1221.0,5.0
2014-09-24,1218.59998,1218.59998,2.0
2014-09-25,1221.19995,1209.5,11.0
2014-09-26,1214.09998,1214.09998,19497.0
2014-09-29,1217.5,1216.30005,6344.0
2014-09-30,1210.5,1214.80005,680.0
2014-10-01,1214.59998,1207.69995,178.0
2014-10-02,1214.19995,1215.30005,176.0
2014-10-03,1192.19995,1212.40002,499.0
2014-10-06,1206.69995,1187.69995,415.0
2014-10-07,1211.69995,1209.09998,272.0
2014-10-08,1205.30005,1210.19995,9.0
2014-10-09,1224.59998,1223.90002,19.0
2014-10-10,1221.0,1223.5,186.0
2014-10-13,1229.30005,1229.80005,103.0
2014-10-14,1233.59998,1235.90002,73.0
2014-10-15,1244.09998,1243.69995,250.0
2014-10-16,1240.5,1242.09998,6.0
2014-10-17,1238.30005,1237.40002,356.0
2014-10-20,1244.0,1237.30005,105.0
2014-10-21,1251.0,1251.0,48.0
2014-10-22,1244.80005,1244.80005,2.0
2014-10-23,1228.5,1228.0,2.0
2014-10-24,1231.19995,1229.40002,71.0
2014-10-27,1229.09998,1230.19995,282.0
2014-10-28,1229.19995,1224.90002,46.0
2014-10-29,1224.30005,1224.30005,631.0
2014-10-30,1198.09998,1213.69995,521.0
2014-10-31,1171.09998,1199.59998,260.0
2014-11-03,1169.40002,1166.40002,60.0
2014-11-04,1167.40002,1166.90002,40.0
2014-11-05,1145.40002,1168.09998,157.0
2014-11-06,1142.30005,1141.09998,137.0
2014-11-07,1169.59998,1139.90002,97.0
2014-11-10,1159.59998,1171.0,40.0
2014-11-11,1162.80005,1155.0,22.0
2014-11-12,1158.90002,1162.5,17.0
2014-11-13,1161.09998,1163.69995,1047.0
2014-11-14,1185.0,1155.19995,486.0
2014-11-17,1183.0,1183.09998,17.0
2014-11-18,1196.69995,1197.09998,2.0
2014-11-19,1193.59998,1196.5,23.0
2014-11-20,1190.69995,1191.80005,3.0
