Date, EUR_USD_Rate,Open
2013-03-01,1.30599,1.30617
2013-03-04,1.30169,1.30174
2013-03-05,1.30361,1.30359
2013-03-06,1.30485,1.3048
2013-03-07,1.29786,1.29786
2013-03-08,1.31113,1.31113
2013-03-11,1.2988,1.29887
2013-03-12,1.30327,1.30324
2013-03-13,1.30293,1.30293
2013-03-14,1.29584,1.29584
2013-03-15,1.30124,1.30124
2013-03-18,1.28927,1.28982
2013-03-19,1.2945,1.2945
2013-03-20,1.28639,1.2865
2013-03-21,1.29416,1.294
2013-03-22,1.29049,1.29049
2013-03-25,1.30241,1.30242
2013-03-26,1.28584,1.28601
2013-03-27,1.28601,1.28604
2013-03-28,1.27779,1.27747
2013-03-29,1.28159,1.28139
2013-04-01,1.28057,1.28056
2013-04-02,1.28502,1.28502
2013-04-03,1.28205,1.28205
2013-04-04,1.28502,1.28502
2013-04-05,1.29282,1.29266
2013-04-08,1.29921,1.29921
2013-04-09,1.30293,1.30293
2013-04-10,1.30803,1.30804
2013-04-11,1.30553,1.30531
2013-04-12,1.31148,1.31148
2013-04-15,1.30993,1.30969
2013-04-16,1.30547,1.30519
2013-04-17,1.31787,1.31787
2013-04-18,1.30349,1.30344
2013-04-19,1.30531,1.30531
2013-04-22,1.30557,1.30582
2013-04-23,1.30617,1.30599
2013-04-24,1.29944,1.29938
2013-04-25,1.30174,1.30174
2013-04-26,1.30073,1.30073
2013-04-29,1.30426,1.30429
2013-04-30,1.30959,1.30959
2013-05-01,1.31683,1.3169
2013-05-02,1.31822,1.31822
2013-05-03,1.30651,1.30651
2013-05-06,1.31234,1.31234
2013-05-07,1.30702,1.30753
2013-05-08,1.3077,1.3077
2013-05-09,1.31614,1.31614
2013-05-10,1.30344,1.30344
2013-05-13,1.29653,1.2969
2013-05-14,1.2988,1.29875
2013-05-15,1.29371,1.29369
2013-05-16,1.28824,1.28839
2013-05-17,1.28833,1.28833
2013-05-20,1.28357,1.28301
2013-05-21,1.28911,1.28919
2013-05-22,1.29191,1.29202
2013-05-23,1.28421,1.28439
2013-05-24,1.29251,1.29244
2013-05-27,1.29378,1.29369
2013-05-28,1.29339,1.29369
2013-05-29,1.28464,1.2847
2013-05-30,1.29478,1.29477
2013-05-31,1.30439,1.30431
2013-06-03,1.29965,1.29951
2013-06-04,1.30729,1.30729
2013-06-05,1.30734,1.30729
2013-06-06,1.30933,1.30931
2013-06-07,1.32456,1.32438
2013-06-10,1.3224,1.3224
2013-06-11,1.3224,1.3224
2013-06-12,1.3224,1.3224
2013-06-13,1.33396,1.33394
2013-06-14,1.33679,1.33676
2013-06-17,1.33486,1.3351
2013-06-18,1.33631,1.33634
2013-06-19,1.33899,1.3388
2013-06-20,1.32919,1.32874
2013-06-21,1.32356,1.3237
2013-06-24,1.31053,1.31041
2013-06-25,1.31323,1.31309
2013-06-26,1.30798,1.30804
2013-06-27,1.30134,1.30146
2013-06-28,1.30359,1.30348
2013-07-01,1.30141,1.30139
2013-07-02,1.30676,1.30692
2013-07-03,1.29789,1.29782
2013-07-04,1.30108,1.30091
2013-07-05,1.29077,1.29061
2013-07-08,1.28291,1.28279
2013-07-09,1.2871,1.287
2013-07-10,1.27818,1.27833
2013-07-11,1.31877,1.31764
2013-07-12,1.30977,1.30979
2013-07-15,1.30599,1.3061
2013-07-16,1.30588,1.30611
2013-07-17,1.31511,1.3153
2013-07-18,1.3117,1.31163
2013-07-19,1.31106,1.31099
2013-07-22,1.316,1.3156
2013-07-23,1.31903,1.31903
2013-07-24,1.32233,1.32226
2013-07-25,1.31909,1.31905
2013-07-26,1.32742,1.3276
2013-07-29,1.32874,1.32866
2013-07-30,1.32637,1.3264
2013-07-31,1.32649,1.32665
2013-08-01,1.33014,1.33011
2013-08-02,1.3212,1.32127
2013-08-05,1.3279,1.32792
2013-08-06,1.32575,1.32591
2013-08-07,1.33081,1.33062
2013-08-08,1.3341,1.33383
2013-08-09,1.33801,1.3379
2013-08-12,1.33394,1.33394
2013-08-13,1.32929,1.3294
2013-08-14,1.32656,1.3267
2013-08-15,1.32642,1.32659
2013-08-16,1.3354,1.3351
2013-08-19,1.33291,1.333
2013-08-20,1.33339,1.3336
2013-08-21,1.3421,1.3421
2013-08-22,1.33429,1.33426
2013-08-23,1.33551,1.33563
2013-08-26,1.33865,1.33887
2013-08-27,1.33792,1.33779
2013-08-28,1.33921,1.33921
2013-08-29,1.33349,1.33358
2013-08-30,1.32363,1.32371
2013-09-02,1.32083,1.32079
2013-09-03,1.319,1.31903
2013-09-04,1.3174,1.3173
2013-09-05,1.32006,1.3201
2013-09-06,1.31184,1.31192
2013-09-09,1.31742,1.31721
2013-09-10,1.3258,1.32559
2013-09-11,1.32663,1.32686
2013-09-12,1.33156,1.3315
2013-09-13,1.32989,1.33
2013-09-16,1.33593,1.33577
2013-09-17,1.3338,1.33348
2013-09-18,1.33579,1.33574
2013-09-19,1.3523,1.35234
2013-09-20,1.35342,1.35349
2013-09-23,1.35345,1.35338
2013-09-24,1.34989,1.34976
2013-09-25,1.34718,1.3474
2013-09-26,1.3517,1.3515
2013-09-27,1.34862,1.3488
2013-09-30,1.34955,1.3496
2013-10-01,1.35252,1.3525
2013-10-02,1.35234,1.35239
2013-10-03,1.3591,1.35908
2013-10-04,1.36242,1.36236
2013-10-07,1.357,1.35696
2013-10-09,1.3598,1.36006
2013-10-10,1.35203,1.35194
2013-10-11,1.35267,1.3527
2013-10-14,1.35567,1.35562
2013-10-15,1.35586,1.35575
2013-10-16,1.35217,1.35208
2013-10-17,1.35225,1.35225
2013-10-18,1.3667,1.367
2013-10-21,1.36819,1.36812
2013-10-22,1.3676,1.3673
2013-10-23,1.37785,1.37809
2013-10-24,1.37809,1.37794
2013-10-25,1.3804,1.38017
2013-10-28,1.38053,1.38061
2013-10-29,1.37893,1.3791
2013-10-30,1.37431,1.37436
2013-10-31,1.3724,1.37246
2013-11-01,1.35798,1.35798
2013-11-04,1.3494,1.34936
2013-11-05,1.3517,1.35161
2013-11-06,1.34731,1.34729
2013-11-07,1.35181,1.35177
2013-11-08,1.34091,1.3409
2013-11-11,1.33479,1.33454
2013-11-12,1.34093,1.34088
2013-11-13,1.344,1.34383
2013-11-14,1.34896,1.34844
2013-11-15,1.3449,1.34477
2013-11-18,1.3484,1.34833
2013-11-19,1.35044,1.35026
2013-11-20,1.35674,1.3563
2013-11-21,1.34338,1.34336
2013-11-22,1.34718,1.34722
2013-11-25,1.35523,1.35523
2013-11-26,1.35276,1.35331
2013-11-27,1.35678,1.35691
2013-11-28,1.35737,1.35742
2013-11-29,1.3604,1.36036
2013-12-02,1.35851,1.35866
2013-12-03,1.35421,1.35426
2013-12-04,1.35906,1.3591
2013-12-05,1.35864,1.3587
2013-12-06,1.367,1.36709
2013-12-09,1.37065,1.37082
2013-12-10,1.37402,1.3738
2013-12-11,1.37644,1.3766
2013-12-12,1.37861,1.37853
2013-12-13,1.37508,1.37508
2013-12-16,1.37393,1.37382
2013-12-17,1.37629,1.37618
2013-12-18,1.37713,1.37711
2013-12-19,1.36849,1.36831
2013-12-20,1.36558,1.3656
2013-12-23,1.36784,1.36788
2013-12-24,1.36999,1.36983
2013-12-25,1.36819,1.36819
2013-12-26,1.36685,1.36771
2013-12-27,1.36962,1.36956
2013-12-30,1.37502,1.37519
2013-12-31,1.38101,1.38078
2014-01-01,1.37449,1.37449
2014-01-02,1.37667,1.3766
2014-01-03,1.36666,1.36662
2014-01-06,1.3596,1.35958
2014-01-07,1.3632,1.36307
2014-01-08,1.36164,1.36169
2014-01-09,1.3572,1.35726
2014-01-10,1.36071,1.36071
2014-01-13,1.36718,1.36722
2014-01-14,1.367,1.36709
2014-01-15,1.36685,1.36681
2014-01-16,1.35993,1.36012
2014-01-17,1.3618,1.36156
2014-01-20,1.35276,1.35283
2014-01-21,1.3549,1.35454
2014-01-22,1.35591,1.35575
2014-01-23,1.35422,1.35452
2014-01-24,1.36891,1.369
2014-01-27,1.36879,1.36881
2014-01-28,1.36747,1.3676
2014-01-29,1.3655,1.36543
2014-01-30,1.36586,1.36591
2014-01-31,1.35588,1.35586
2014-02-03,1.34882,1.34882
2014-02-04,1.3525,1.35228
2014-02-05,1.35159,1.35166
2014-02-06,1.35351,1.35349
2014-02-07,1.35921,1.35897
2014-02-10,1.36193,1.36203
2014-02-11,1.36461,1.36459
2014-02-12,1.3639,1.3639
2014-02-13,1.35901,1.3589
2014-02-14,1.36788,1.36776
2014-02-17,1.36999,1.37026
2014-02-18,1.37045,1.37071
2014-02-19,1.3762,1.3761
2014-02-20,1.37304,1.37317
2014-02-21,1.37212,1.37206
2014-02-24,1.3738,1.374
2014-02-25,1.37361,1.37351
2014-02-26,1.37461,1.37465
2014-02-27,1.36819,1.36819
2014-02-28,1.37075,1.37075
2014-03-03,1.3777,1.37754
2014-03-04,1.3737,1.37365
2014-03-05,1.37412,1.37431
2014-03-06,1.37342,1.37325
2014-03-07,1.38631,1.38646
2014-03-10,1.38787,1.38775
2014-03-11,1.38789,1.38769
2014-03-12,1.38581,1.38575
2014-03-13,1.39045,1.3904
2014-03-14,1.38654,1.38658
2014-03-17,1.3913,1.39107
2014-03-18,1.39266,1.39272
2014-03-19,1.39309,1.39297
2014-03-20,1.38192,1.38185
2014-03-21,1.37821,1.37821
2014-03-24,1.37956,1.37975
2014-03-25,1.38389,1.38372
2014-03-26,1.3819,1.38206
2014-03-27,1.37821,1.3787
2014-03-28,1.37414,1.37419
2014-03-31,1.37521,1.3755
2014-04-01,1.37751,1.37751
2014-04-02,1.37948,1.37935
2014-04-03,1.37682,1.37682
2014-04-04,1.37238,1.37212
2014-04-07,1.37041,1.37041
2014-04-08,1.37431,1.37431
2014-04-09,1.37933,1.37933
2014-04-10,1.3855,1.38529
2014-04-11,1.38864,1.38891
2014-04-14,1.38462,1.38473
2014-04-15,1.38171,1.38181
2014-04-16,1.3812,1.38104
2014-04-17,1.38271,1.3824
2014-04-18,1.38122,1.38122
2014-04-21,1.38152,1.38152
2014-04-22,1.3795,1.37927
2014-04-23,1.38101,1.38074
2014-04-24,1.38192,1.38181
2014-04-25,1.3832,1.38305
2014-04-28,1.38406,1.3841
2014-04-29,1.38529,1.38529
2014-04-30,1.38137,1.38139
2014-05-01,1.38692,1.38687
2014-05-02,1.3871,1.3871
2014-05-05,1.38727,1.38727
2014-05-06,1.3876,1.38769
2014-05-07,1.39307,1.39299
2014-05-08,1.39117,1.39121
2014-05-09,1.38443,1.38435
2014-05-12,1.37606,1.37616
2014-05-13,1.37567,1.37565
2014-05-14,1.37095,1.3709
2014-05-15,1.37201,1.37189
2014-05-16,1.37165,1.3717
2014-05-19,1.37033,1.37039
2014-05-20,1.37138,1.37133
2014-05-21,1.37041,1.37046
2014-05-22,1.36818,1.36831
2014-05-23,1.36545,1.3655
2014-05-26,1.36288,1.36281
2014-05-27,1.36513,1.3653
2014-05-28,1.3637,1.36357
2014-05-29,1.35934,1.3594
2014-05-30,1.36045,1.36032
2014-06-02,1.36281,1.36284
2014-06-03,1.3599,1.35977
2014-06-04,1.3621,1.36219
2014-06-05,1.36041,1.36034
2014-06-06,1.36619,1.36608
2014-06-09,1.36429,1.36454
2014-06-10,1.35927,1.35927
2014-06-11,1.3541,1.35402
2014-06-12,1.35371,1.35366
2014-06-13,1.35545,1.35507
2014-06-16,1.3538,1.35369
2014-06-17,1.35772,1.3577
2014-06-18,1.35479,1.35498
2014-06-19,1.35906,1.3591
2014-06-20,1.36114,1.36082
2014-06-23,1.35931,1.35919
2014-06-24,1.36019,1.36006
2014-06-25,1.36058,1.36075
2014-06-26,1.3629,1.36286
2014-06-27,1.3613,1.36117
2014-06-30,1.36444,1.36442
2014-07-01,1.36936,1.36919
2014-07-02,1.36808,1.36816
2014-07-03,1.3653,1.36536
2014-07-04,1.36101,1.36091
2014-07-07,1.35884,1.35895
2014-07-08,1.36062,1.36067
2014-07-09,1.36171,1.36175
2014-07-10,1.36429,1.36435
2014-07-11,1.36051,1.36058
2014-07-14,1.36038,1.36036
2014-07-15,1.36218,1.36221
2014-07-16,1.3572,1.3572
2014-07-17,1.353,1.35291
2014-07-18,1.35188,1.35181
2014-07-21,1.35322,1.3532
2014-07-22,1.3527,1.35228
2014-07-23,1.3468,1.34682
2014-07-24,1.34629,1.3462
2014-07-25,1.34647,1.34662
2014-07-28,1.34289,1.34291
2014-07-29,1.34391,1.34391
2014-07-30,1.34111,1.34115
2014-07-31,1.3396,1.33955
2014-08-01,1.33899,1.33899
2014-08-04,1.34289,1.34289
2014-08-05,1.34221,1.34225
2014-08-06,1.33724,1.33717
2014-08-07,1.33829,1.3382
2014-08-08,1.33583,1.33601
2014-08-11,1.34052,1.3405
2014-08-12,1.33849,1.33828
2014-08-13,1.33661,1.33658
2014-08-14,1.33679,1.33667
2014-08-15,1.3364,1.3364
2014-08-18,1.33905,1.33921
2014-08-19,1.33611,1.33606
2014-08-20,1.3322,1.33214
2014-08-21,1.32605,1.326
2014-08-22,1.32793,1.32795
2014-08-25,1.31987,1.3198
2014-08-26,1.3189,1.31876
2014-08-27,1.31702,1.31693
2014-08-28,1.31909,1.31933
2014-08-29,1.3185,1.3185
2014-09-01,1.31278,1.31277
2014-09-02,1.3132,1.3132
2014-09-03,1.3132,1.31309
2014-09-04,1.3151,1.31492
2014-09-05,1.29328,1.29304
2014-09-08,1.29534,1.2952
2014-09-09,1.28911,1.28941
2014-09-10,1.2942,1.294
2014-09-11,1.29171,1.29176
2014-09-12,1.29236,1.29247
2014-09-15,1.29601,1.29608
2014-09-16,1.29398,1.29396
2014-09-17,1.29591,1.29591
2014-09-18,1.285,1.28502
2014-09-19,1.29201,1.29214
2014-09-22,1.28414,1.28408
2014-09-23,1.28515,1.2853
2014-09-24,1.2854,1.2851
2014-09-25,1.27781,1.27791
2014-09-26,1.27571,1.27571
2014-09-29,1.26731,1.26764
2014-09-30,1.26908,1.2691
2014-10-01,1.26283,1.26291
2014-10-02,1.26242,1.2625
2014-10-03,1.26706,1.26699
2014-10-06,1.25136,1.2515
2014-10-07,1.26461,1.2644
2014-10-08,1.2668,1.2668
2014-10-09,1.27431,1.27389
2014-10-10,1.26891,1.26891
2014-10-13,1.26398,1.26409
2014-10-14,1.27239,1.27225
2014-10-15,1.2639,1.26441
2014-10-16,1.28217,1.28205
2014-10-17,1.28044,1.28075
2014-10-20,1.27496,1.27489
2014-10-21,1.27953,1.27953
2014-10-22,1.27147,1.27142
2014-10-23,1.26414,1.26454
2014-10-24,1.26541,1.26507
2014-10-27,1.26767,1.26768
2014-10-28,1.27015,1.27024
2014-10-29,1.27384,1.2738
2014-10-30,1.26328,1.26323
2014-10-31,1.26134,1.261
2014-11-03,1.25031,1.25033
2014-11-04,1.24959,1.24927
2014-11-05,1.25526,1.2554
2014-11-06,1.248,1.24777
2014-11-07,1.23801,1.23818
2014-11-10,1.24614,1.24618
2014-11-11,1.24299,1.24271
2014-11-12,1.24758,1.2478
2014-11-13,1.24299,1.24319
2014-11-14,1.2476,1.24751
2014-11-17,1.25185,1.25214
2014-11-18,1.2449,1.24511
2014-11-19,1.25334,1.2534
2014-11-20,1.25408,1.2543
2014-11-21,1.2545,1.25436
2014-11-24,1.2375,1.23742
2014-11-25,1.24332,1.2436
2014-11-26,1.24807,1.24789
2014-11-27,1.25059,1.25055
2014-11-28,1.2462,1.24583
2014-12-01,1.24383,1.2438
2014-12-02,1.24701,1.24701
2014-12-03,1.23885,1.2388
2014-12-04,1.23166,1.23122
2014-12-05,1.23867,1.23857
2014-12-08,1.22941,1.22969
2014-12-09,1.23151,1.23141
2014-12-10,1.2395,1.23871
2014-12-11,1.2474,1.248
2014-12-12,1.2395,1.23913
2014-12-15,1.24635,1.24648
2014-12-16,1.24435,1.24435
2014-12-17,1.2512,1.25138
2014-12-18,1.2339,1.23381
2014-12-19,1.22904,1.22911
2014-12-22,1.2226,1.22249
2014-12-23,1.22237,1.22246
2014-12-24,1.21749,1.2176
2014-12-25,1.21985,1.21985
2014-12-26,1.221,1.22111
2014-12-29,1.21694,1.21696
2014-12-30,1.21535,1.2155
2014-12-31,1.2162,1.2162
2015-01-01,1.20986,1.20986
2015-01-02,1.20894,1.20887
2015-01-05,1.19464,1.1955
2015-01-06,1.1939,1.19383
2015-01-07,1.18754,1.18748
2015-01-08,1.1836,1.18389
2015-01-09,1.17961,1.17943
2015-01-12,1.18707,1.18701
2015-01-13,1.18315,1.18324
2015-01-14,1.17783,1.17768
2015-01-15,1.17859,1.17838
2015-01-16,1.16374,1.1639
2015-01-19,1.1566,1.15638
2015-01-20,1.1598,1.1597
2015-01-21,1.15469,1.15467
2015-01-22,1.16153,1.1617
2015-01-23,1.13467,1.13465
2015-01-26,1.11255,1.11408
2015-01-27,1.12477,1.1251
2015-01-28,1.13674,1.1367
2015-01-29,1.12815,1.12848
2015-01-30,1.13356,1.13374
2015-02-02,1.1309,1.13047
2015-02-03,1.13417,1.1337
2015-02-04,1.14574,1.14569
2015-02-05,1.13187,1.13172
2015-02-06,1.1472,1.14709
2015-02-09,1.13144,1.13148
2015-02-10,1.1327,1.13261
2015-02-11,1.1322,1.13195
2015-02-12,1.1312,1.13083
2015-02-13,1.14039,1.14048
2015-02-16,1.14,1.13971
2015-02-17,1.1334,1.13336
2015-02-18,1.14047,1.1405
2015-02-19,1.14,1.14008
2015-02-20,1.13667,1.13667
2015-02-23,1.13815,1.13794
2015-02-24,1.1333,1.13341
2015-02-25,1.1339,1.13407
2015-02-26,1.13636,1.13627
2015-02-27,1.12054,1.12036
2015-03-02,1.1162,1.11709
2015-03-03,1.11791,1.11767
2015-03-04,1.11822,1.11841
2015-03-05,1.10821,1.108
2015-03-06,1.1032,1.1034
2015-03-09,1.0846,1.08456
2015-03-10,1.08334,1.08358
2015-03-11,1.07087,1.07094
2015-03-12,1.05487,1.05494
2015-03-13,1.06263,1.0626
2015-03-16,1.04816,1.04845
2015-03-17,1.05729,1.05728
2015-03-18,1.0598,1.05959
2015-03-19,1.085,1.0844
2015-03-20,1.06689,1.06727
2015-03-23,1.08266,1.0826
2015-03-24,1.0945,1.0948
2015-03-25,1.0902,1.09106
2015-03-26,1.09605,1.09665
2015-03-27,1.08864,1.08855
2015-03-30,1.08849,1.0882
2015-03-31,1.08302,1.08291
2015-04-01,1.07381,1.0741
2015-04-02,1.07699,1.07698
2015-04-03,1.08707,1.0871
2015-04-06,1.10013,1.10015
2015-04-07,1.09348,1.09348
2015-04-08,1.08242,1.0825
2015-04-09,1.07853,1.07843
2015-04-10,1.06691,1.06672
2015-04-13,1.06099,1.06083
2015-04-14,1.05729,1.0575
2015-04-15,1.06471,1.06479
2015-04-16,1.06768,1.06771
2015-04-17,1.07556,1.076
2015-04-20,1.08102,1.08102
2015-04-21,1.07475,1.07482
2015-04-22,1.07417,1.07383
2015-04-23,1.07258,1.0725
2015-04-24,1.0815,1.08151
2015-04-27,1.0869,1.08674
2015-04-28,1.0878,1.0877
2015-04-29,1.09691,1.09721
2015-04-30,1.11143,1.11132
2015-05-01,1.12147,1.1215
2015-05-04,1.11859,1.11909
2015-05-05,1.11491,1.115
2015-05-06,1.11863,1.11844
2015-05-07,1.13415,1.13393
2015-05-08,1.12469,1.12451
2015-05-11,1.11941,1.1197
2015-05-12,1.11444,1.1146
2015-05-13,1.12215,1.12189
2015-05-14,1.13505,1.1348
2015-05-15,1.1405,1.14039
2015-05-18,1.14451,1.1444
2015-05-19,1.13262,1.13254
2015-05-20,1.11467,1.11468
2015-05-21,1.11008,1.11031
2015-05-22,1.11119,1.1111
2015-05-25,1.0993,1.09922
2015-05-26,1.09712,1.09713
2015-05-27,1.08889,1.08876
2015-05-28,1.09,1.0898
2015-05-29,1.09603,1.09579
2015-06-01,1.09579,1.0959
2015-06-02,1.0923,1.09228
2015-06-03,1.115,1.11483
2015-06-04,1.12578,1.12623
2015-06-05,1.12079,1.1216
2015-06-08,1.11081,1.11054
2015-06-09,1.1281,1.1282
2015-06-10,1.12991,1.12933
2015-06-11,1.1312,1.1313
2015-06-12,1.12406,1.12451
2015-06-15,1.12199,1.12179
2015-06-16,1.1277,1.1277
2015-06-17,1.1242,1.12424
2015-06-18,1.137,1.13642
2015-06-19,1.13707,1.13729
2015-06-22,1.13729,1.13623
2015-06-23,1.13491,1.13462
2015-06-24,1.11722,1.11771
2015-06-25,1.1207,1.12071
2015-06-26,1.1203,1.12039
2015-06-29,1.0975,1.0983
2015-06-30,1.1223,1.1216
2015-07-01,1.1135,1.1135
2015-07-02,1.10336,1.1037
2015-07-03,1.1087,1.1086
2015-07-06,1.09951,1.0998
2015-07-07,1.1049,1.1048
2015-07-08,1.10099,1.10099
2015-07-09,1.1071,1.10724
2015-07-10,1.1063,1.1063
2015-07-13,1.1129,1.1129
2015-07-14,1.09905,1.09851
2015-07-15,1.1008,1.1009
2015-07-16,1.09436,1.09389
2015-07-17,1.0886,1.0886
2015-07-20,1.08302,1.08329
2015-07-21,1.08354,1.08348
2015-07-22,1.094,1.0939
2015-07-23,1.09271,1.09271
2015-07-24,1.0989,1.09884
2015-07-27,1.09724,1.09741
2015-07-28,1.109,1.1091
2015-07-29,1.1066,1.10655
2015-07-30,1.09841,1.09839
2015-07-31,1.09392,1.09418
2015-08-03,1.0969,1.0969
2015-08-04,1.0956,1.0954
2015-08-05,1.0889,1.0886
2015-08-06,1.09031,1.09041
2015-08-07,1.09271,1.0922
2015-08-10,1.0965,1.0959
2015-08-11,1.1017,1.10179
2015-08-12,1.1042,1.10437
2015-08-13,1.1161,1.11559
2015-08-14,1.1161,1.1159
2015-08-17,1.1093,1.1095
2015-08-18,1.1078,1.10771
2015-08-19,1.10308,1.1031
2015-08-20,1.1118,1.112
2015-08-21,1.1237,1.1236
2015-08-24,1.1377,1.1378
2015-08-25,1.15831,1.15824
2015-08-26,1.15509,1.15548
2015-08-27,1.13401,1.13395
2015-08-28,1.1248,1.12451
2015-08-31,1.1214,1.12118
2015-09-01,1.12259,1.1226
2015-09-02,1.12934,1.12962
2015-09-03,1.1216,1.1215
2015-09-04,1.11259,1.11259
2015-09-07,1.1152,1.1159
2015-09-08,1.1164,1.1159
2015-09-09,1.12074,1.1208
2015-09-10,1.12207,1.12194
2015-09-11,1.12909,1.12829
2015-09-14,1.1344,1.1344
2015-09-15,1.13076,1.13109
2015-09-16,1.12718,1.12729
2015-09-17,1.1292,1.12939
2015-09-18,1.14009,1.1406
2015-09-21,1.1292,1.12931
2015-09-22,1.11909,1.11909
2015-09-23,1.11207,1.1122
2015-09-24,1.11899,1.11881
2015-09-25,1.11789,1.11812
2015-09-28,1.12017,1.12005
2015-09-29,1.1231,1.12336
2015-09-30,1.12559,1.1254
2015-10-01,1.11721,1.11716
2015-10-02,1.11934,1.11949
2015-10-05,1.1227,1.12215
2015-10-06,1.11952,1.1198
2015-10-07,1.1268,1.12729
2015-10-08,1.124,1.1242
2015-10-09,1.12869,1.1286
2015-10-12,1.137,1.13691
2015-10-13,1.13555,1.1354
2015-10-14,1.1385,1.13851
2015-10-15,1.14755,1.1475
2015-10-16,1.13682,1.1367
2015-10-19,1.13611,1.136
2015-10-20,1.1329,1.1332
2015-10-21,1.1354,1.1356
2015-10-22,1.1348,1.1347
2015-10-23,1.10809,1.1084
2015-10-26,1.10204,1.10204
2015-10-27,1.1066,1.1061
2015-10-28,1.1037,1.10359
2015-10-29,1.0929,1.0926
2015-10-30,1.09938,1.0992
2015-11-02,1.1026,1.1025
2015-11-03,1.1016,1.1017
2015-11-04,1.0964,1.0965
2015-11-05,1.0868,1.0866
2015-11-06,1.0884,1.08849
2015-11-09,1.07334,1.07324
2015-11-10,1.07595,1.07597
2015-11-11,1.07376,1.0738
2015-11-12,1.0763,1.0765
2015-11-13,1.0815,1.08089
2015-11-16,1.07,1.0701
2015-11-17,1.0688,1.0689
2015-11-18,1.06438,1.0644
2015-11-19,1.067,1.0673
2015-11-20,1.07262,1.0727
2015-11-23,1.0641,1.064
2015-11-24,1.0642,1.0639
2015-11-25,1.06438,1.0644
2015-11-26,1.0625,1.0625
2015-11-27,1.06045,1.06045
2015-11-30,1.0583,1.0583
2015-12-01,1.05729,1.05729
2015-12-02,1.06259,1.0627
2015-12-03,1.0613,1.0612
2015-12-04,1.0916,1.09183
2015-12-07,1.0884,1.0883
2015-12-08,1.0834,1.0836
2015-12-09,1.0894,1.0895
2015-12-10,1.10179,1.1017
2015-12-11,1.09481,1.0948
2015-12-14,1.09839,1.099
2015-12-15,1.0993,1.09923
2015-12-16,1.09363,1.0936
2015-12-17,1.08745,1.08741
2015-12-18,1.08441,1.0844
2015-12-21,1.08699,1.08702
2015-12-22,1.0913,1.0912
2015-12-23,1.095,1.095
2015-12-24,1.09092,1.091
2015-12-25,1.097,1.09652
2015-12-28,1.0966,1.0966
2015-12-29,1.09753,1.09769
2015-12-30,1.0928,1.0928
2015-12-31,1.0934,1.0938
2016-01-01,1.08591,1.08591
2016-01-04,1.0854,1.08551
2016-01-05,1.08275,1.0826
2016-01-06,1.0752,1.0752
2016-01-07,1.0779,1.0778
2016-01-08,1.0926,1.09271
2016-01-11,1.0941,1.0939
2016-01-12,1.0858,1.08589
2016-01-13,1.0844,1.0844
2016-01-14,1.0886,1.0888
2016-01-15,1.08589,1.08578
2016-01-18,1.092,1.09191
2016-01-19,1.0895,1.0895
2016-01-20,1.0913,1.09116
2016-01-21,1.0877,1.0877
2016-01-22,1.0862,1.08609
2016-01-25,1.0799,1.0799
2016-01-26,1.0853,1.08538
2016-01-27,1.0865,1.0864
2016-01-28,1.0908,1.09041
2016-01-29,1.0937,1.0937
2016-02-01,1.08259,1.08263
2016-02-02,1.08973,1.08989
2016-02-03,1.0922,1.0922
2016-02-04,1.1091,1.1092
2016-02-05,1.12,1.12
2016-02-08,1.1145,1.1147
2016-02-09,1.11898,1.11909
2016-02-10,1.129,1.129
2016-02-11,1.1281,1.1284
2016-02-12,1.1318,1.13173
2016-02-15,1.1226,1.1226
2016-02-16,1.11741,1.11782
2016-02-17,1.1147,1.1146
2016-02-18,1.1123,1.1122
2016-02-19,1.1111,1.111
2016-02-22,1.1124,1.1124
2016-02-23,1.1028,1.10271
2016-02-24,1.10271,1.1025
2016-02-25,1.10139,1.10149
2016-02-26,1.1025,1.1025
2016-02-29,1.09239,1.0926
2016-03-01,1.0889,1.0887
2016-03-02,1.08759,1.0877
2016-03-03,1.0869,1.087
2016-03-04,1.09489,1.0948
2016-03-07,1.0994,1.0994
2016-03-08,1.1016,1.10139
2016-03-09,1.1004,1.10019
2016-03-10,1.0989,1.0987
2016-03-11,1.11784,1.11791
2016-03-14,1.11679,1.1163
2016-03-15,1.1102,1.1102
2016-03-16,1.1109,1.111
2016-03-17,1.12189,1.12171
2016-03-18,1.1318,1.13154
2016-03-21,1.1279,1.1276
2016-03-22,1.1236,1.1237
2016-03-23,1.1223,1.1223
2016-03-24,1.11811,1.11821
2016-03-25,1.11679,1.11669
2016-03-28,1.116,1.116
2016-03-29,1.12027,1.1201
2016-03-30,1.1292,1.12901
2016-03-31,1.13347,1.1334
2016-04-01,1.13797,1.1379
2016-04-04,1.139,1.13971
2016-04-05,1.1389,1.13871
2016-04-06,1.1382,1.1381
2016-04-07,1.1405,1.13996
2016-04-08,1.1374,1.13691
2016-04-11,1.1403,1.14071
2016-04-12,1.14129,1.14121
2016-04-13,1.1385,1.1386
2016-04-14,1.1279,1.12801
2016-04-15,1.127,1.12651
2016-04-18,1.12999,1.1301
2016-04-19,1.1309,1.131
2016-04-20,1.13596,1.13589
2016-04-21,1.13051,1.13051
2016-04-22,1.1292,1.12931
2016-04-25,1.12341,1.12331
2016-04-26,1.1269,1.12667
2016-04-27,1.12991,1.1298
2016-04-28,1.1329,1.1328
2016-04-29,1.13559,1.1358
